,Lookback,Z,VZ,Bending,Breathing,density,BendingM2,BreathingM2,densityM2,DM,Gas,DM_out,DM_inner
0,7.641375389072152,0.41791072043790345,13.723418161049134,,,,,,,43.94913985193548,66.17870709447371,13.618917335229847,99.98824461260936
1,7.596713167865263,0.48527498055403456,11.184359693385618,,,,,,,35.367123424451655,44.12677067555459,10.33443739181305,88.72521217749278
2,7.566683618057125,0.4738041471537434,10.339379482847324,,,,,,,26.960473469768537,28.257478842240086,10.68941915337777,107.23453388871884
3,7.53339063655954,0.4481263198933651,10.763557482128741,,,,,,,36.81572178732739,22.741098633306603,11.306638932132044,166.00533197094535
4,7.482979561017268,0.34978034014249565,11.937703927681007,,,,,,,27.22456796386545,37.15340227004042,8.973001471848484,193.42444381985754
5,7.445622694073074,0.3471859505142404,11.249925713628485,,,,,,,26.470490343166848,40.60167335025051,8.792983051512467,132.42235929480552
6,7.388982983834753,0.40156381403645824,9.854384779034868,,,,,,,20.7578261723704,48.83609943935609,8.840123742439335,147.11735259911802
7,7.368028485131425,0.4005111491656844,9.421427784414863,,,,,,,24.431761407534943,33.203829683607054,9.996071771082272,213.0883513929162
8,7.32581407574925,0.3800783814328276,10.651812003408683,,,,,,,18.73577684835209,47.171773347256035,8.837665505204724,124.64170524297626
9,7.304554308275986,0.3416776403512323,11.087057545890133,,,,,,,16.840237269724703,52.57461782642541,7.6740413924976,178.35709634128216
10,7.271496275648464,0.3472360075794129,9.42591430613984,,,,,,,17.652318399124116,36.886796123415294,8.072472231778523,195.52255502989473
11,7.236227198877431,0.34495217992618804,7.4131431424091145,,,,,,,11.31440430882016,36.015990853972326,7.286764337160342,115.31684338307505
12,7.19831221169613,0.3286629384335756,8.145094497998137,,,,,,,11.383000524702757,42.76878686054644,6.959026939515092,169.69290084944427
13,7.152681385740628,0.2888850708159906,8.127103291206305,,,,,,,12.800541834265415,38.75123306979692,6.403184304307783,131.74336105841306
14,7.099260464270884,0.28588059349791217,8.04682759513898,,,,,,,12.864688033631504,32.44222355012148,8.909825041315885,147.91793462634962
15,7.075557727315488,0.30327536566382274,8.327092806291642,,,,,,,12.196088652772215,23.219074339054973,9.711897430407882,195.85988376976485
16,7.039764478602527,0.3248072545885862,7.4728434162855155,,,,,,,20.24628851633008,27.080280830276735,14.59434723530594,191.01946367164297
17,6.986751233784402,0.2704078741177048,5.450770731924571,,,,,,,29.401017417135904,40.06518357587273,27.170637189724733,353.15246162823445
18,6.943909723553674,0.16767010160899312,5.694616054099809,,,,,,,28.452198950824478,52.556095222170235,28.526676734902065,220.6717487361143
19,6.8992999999999975,0.18863650634054568,5.417982242638393,,,,,,,28.386726477179554,68.62851818329538,31.244932756100408,177.76470576161165
20,6.866292168543732,0.2279423758270315,5.228221879480609,,,,,,,26.045099527935207,68.07255832940601,30.0261667763368,137.52497882398848
21,6.816364909661479,0.2669908057414173,5.527107188360931,,,,,,,21.566115535105006,61.50828897264183,19.957498391002925,209.27860195357943
22,6.779399361578653,0.21826845860216193,5.451659322339917,,,,,,,21.161531304285518,66.51128116257932,19.16458564397567,209.65292014703235
23,6.742137004320504,0.16745118736861483,4.601296300395369,,,,,,,22.35948345790262,54.6094418361553,17.88062665736646,128.41631389538628
24,6.7130773554740495,0.17649723497038516,3.893647526921211,,,,,,,15.300304102553309,69.60191197871764,17.53855953486398,241.28022283706835
25,6.66005882533,0.1175089121301283,5.033641533850237,,,,,,,22.144016198737244,73.63219082925723,16.486537243646595,277.5405908668881
26,6.613862820712693,0.13036982368621033,4.05180130432356,,,,,,,28.080929582422176,62.75567392730723,15.941971879195169,206.45284311518165
27,6.573229915265312,0.14754677336796101,3.0111808065830656,,,,,,,20.23478733746376,57.56422736770562,15.04754925224575,148.82430194258336
28,6.539376586173443,0.17409176784557098,3.0398846713861367,,,,,,,15.452179946743342,57.69316293721467,13.19439986069045,157.86322650519438
29,6.489295405186351,0.1588536312957526,4.969574080150878,,,,,,,7.905217771813449,76.73153668316334,12.127315682316915,139.17769364246197
30,6.462779928727577,0.14483916467323144,4.7498761273820005,,,,,,,9.586572169823409,88.25053315322934,8.980423430428578,119.06830942375854
31,6.420803680733952,0.1285962371601088,2.9772824593359433,,,,,,,11.772021757390146,69.63189903004324,8.486795585514445,186.6487441556852
32,6.3912357509248015,0.12283464453864652,2.895314989450085,,,,,,,14.86236499024337,62.29499937096501,10.022521556138887,219.95833168462573
33,6.360037918593159,0.09586796274148138,4.430579783211338,,,,,,,22.415752592962615,57.536784833040066,11.998151424333223,242.13547684277344
34,6.323181769898123,0.15394926387962599,6.380048639184961,6.454083113087772,0.6888932610593118,669.3565243420895,2.517441979272695,4.441900079680463,665.5610210015491,18.889756497713716,45.17544231711014,14.944310507564548,214.8353027480793
