,Lookback,Z,VZ,Bending,Breathing,density,BendingM2,BreathingM2,densityM2,DM,Gas,DM_out
0,6.323181769898123,0.40034080695958385,12.516313763419934,11.128234767885402,1.321448866531988,1898.7040798460996,3.3886447080139517,4.47579547313302,982.9375793727298,16.756434773008767,32.15997566255906,15.02460987237973
1,6.296819541234349,0.44330889961716713,11.6962091127631,10.270909959671622,1.782410895429022,1804.642441419072,3.8441311466059758,4.869721083700068,852.8719112540615,16.79414660566645,32.15964816729888,14.782946796825504
2,6.257021370782392,0.4728261364312549,9.530486333918807,8.908915816394744,1.7035892913806983,1764.5520878239972,3.8828468324880125,4.759341312793563,594.043123536854,16.679418917824325,33.914341860940766,11.063159809591804
3,6.198067183682968,0.41229607251534806,9.15473179423445,8.888304362160767,1.0262235626081395,1547.4774945671736,2.109812858348548,4.75583569722083,722.0044284763062,16.28513054133537,31.589696432366,11.477299916350303
4,6.166826674452982,0.3765353799510893,9.749548978505462,9.00414097415671,1.5554130868568534,1439.1527763307515,2.6141359638243533,4.752972471684717,941.5094933698244,21.79052253070202,32.103800667047494,8.625561539604357
5,6.133891202463207,0.3374190124020791,10.451296774951775,9.452415189264462,1.5862283826768921,1339.4246301270564,2.420226613902089,4.561274300387001,1125.77640598186,18.010780519371572,32.35650226356146,6.433261878736441
6,6.100719280344513,0.321792198713082,10.451661767915507,9.826777461165166,0.9964555134329661,1351.9203578677605,3.225637173970837,4.218538746133158,985.6390400881388,17.67175493834155,27.942394019603043,5.755149075088826
7,6.067346103953526,0.3493223727564773,9.862603836833603,9.63078159753904,0.8748037292794049,1576.468695483963,3.913002646262906,4.187463863406775,783.055769388439,21.72650870846805,37.51099729267435,5.7807440115348365
8,6.032072868913223,0.3764607617149709,9.004292971051594,9.201043281245575,1.0388019028671565,1791.0877168285792,3.881201137287566,4.433606370687899,729.9736506310076,19.391650736003513,38.97102862825497,5.169456766290357
9,5.9948320266449295,0.35510638848167514,10.170979346504854,9.812206304935486,1.291472147415496,1879.4473360657673,3.4430368901037447,4.09240500331841,715.22899017823,19.883607390857186,39.060716185305616,7.241618315450473
10,5.957324003606695,0.35710265493181215,10.726285295968706,10.19244791056612,1.2742166064884521,1934.7882125698336,3.505122346140195,3.731073450942838,704.7584200026979,17.940169735728723,37.29437313511924,7.535626024875549
11,5.9365639909968575,0.37409590537878723,10.20129285020868,9.664641689195701,1.214102066386189,1908.6603214111237,3.8917019471197847,3.665715661885828,725.8428839152481,17.225999618525627,36.7895971583058,7.174192511928791
12,5.894811696137233,0.387202886594321,8.409759451166794,7.8546194197051,0.9135678396130906,1571.421656460115,4.629766941889235,3.634321820182302,696.7577775124108,15.12672796036413,36.44201908223358,6.579897690113315
13,5.85272746861963,0.3310410849150156,7.302515960115974,7.367608392379514,1.1904222164268703,1181.493005732535,4.414039611029615,3.833661986447903,522.8518872528056,11.303148466991322,25.54502182338372,5.564355769962661
14,5.829423163299706,0.3038791898510292,7.3651787202110786,7.836961670509835,0.8512265303387887,1001.5944649666075,3.7839661341063158,3.6879094531332584,429.29257597408616,10.060247101632685,31.698904603115842,5.126788405711982
15,5.806019824366869,0.29903269327756793,7.468419981614242,7.984533277409487,0.6061656032023213,902.3202583719354,3.1451527864634286,3.574242224633932,494.7470989040486,10.624288567929725,37.24380575991109,3.714534161041844
16,5.758847580686567,0.3558074580993921,6.697631470056078,7.4727475442664915,0.7123501049008145,944.7523678339406,2.448345488060033,3.7100940083000693,753.2049335385937,12.54113468330347,44.81717789865426,3.287850834615939
17,5.735113676933862,0.366773940564482,6.4565618109457095,7.245129665087115,1.1280324591276878,1001.0582239481522,3.278829301613962,3.930327504247013,764.5741738828958,9.385575115080792,40.38187728387907,3.428161561896722
18,5.687351268637958,0.3613163733133288,6.658704458499936,7.377080031001363,1.16299127768073,1213.352468757852,3.8305601459279592,4.029909000977999,746.6170398765873,10.820356305588922,38.585755260178985,4.05728507955057
19,5.674282004200253,0.35343941873433593,6.958943441014123,7.597871858044613,1.2895824604582375,1241.2813605633905,4.0298400602412645,4.092812685119496,714.4134111168038,9.277148507830377,40.18546083180743,3.6701033153391105
20,5.63487750476342,0.3338570190644482,7.724829393382163,8.130296019753116,1.0270908222897033,1239.8971038959342,4.437000471146739,3.9664384764072858,702.0075605771669,10.237847907235473,35.85649661715444,4.780008068280008
21,5.607096887071627,0.335742301408622,7.6355048070267575,7.724057328985388,1.1934035000059517,1214.214520217308,3.960917326625554,3.9926885269882186,724.390421839997,11.732563121067912,40.74937399274509,5.303596885236251
22,5.563197273837341,0.30410145190947063,6.757173202498386,6.881438332243599,1.7304250388942453,1236.3262460352862,3.0734780181478296,4.194239624907433,690.3602860746212,10.727894167673359,36.217527324354904,5.060322555770878
23,5.532228479342441,0.26342913687270375,6.409292243352374,6.7052446743117,1.7273669034682968,1176.3861911173728,2.753175387742454,4.613484501727739,643.0297861596434,11.15496028710721,28.736233552534184,4.525473008258899
