,Lookback,Z,VZ,Bending,Breathing,density,BendingM2,BreathingM2,densityM2,DM,Gas
0,7.641375389072152,0.7785875480160198,22.307046107527658,,,,,,,32.24772642701746,24.764591650429796
1,7.596713167865263,0.7711459901867398,20.70644189826512,,,,,,,23.84999362301056,21.942515504992684
2,7.566683618057125,0.7579533414014878,16.258196098384026,,,,,,,21.896297555212975,19.34467881462164
3,7.53339063655954,0.7706642176352692,13.186734499519014,,,,,,,23.293577561459838,11.881256859992625
4,7.482979561017268,0.7257512275614557,14.986806914635403,,,,,,,18.391482784286094,13.314757818419242
5,7.445622694073074,0.6311438045676201,17.138237030271277,,,,,,,21.009954619779773,23.32850222550333
6,7.388982983834753,0.7236804445144355,17.9556896927802,,,,,,,16.5387398200371,14.231505572947428
7,7.368028485131425,0.794468123922042,18.676735800863423,,,,,,,19.207028991223037,13.145376999432287
8,7.32581407574925,0.8605335886313241,20.94854440997961,,,,,,,17.231977979706286,22.059067681710264
9,7.304554308275986,0.9083676060578816,20.48772037265293,,,,,,,12.717318454796187,27.19458760628199
10,7.271496275648464,0.935703415954387,17.887444782257745,,,,,,,17.733480975004003,19.134853392757357
11,7.236227198877431,0.8531339975217411,15.300205023204438,,,,,,,8.725839552634472,18.932398199874648
12,7.19831221169613,0.7602622305182721,14.425035057015203,,,,,,,7.814031021449999,24.320444570127854
13,7.152681385740628,0.7163121546044693,15.999623400198775,,,,,,,5.596587550444213,35.82987752292087
14,7.099260464270884,0.7621639564562325,17.12066140926596,,,,,,,5.427892607450038,27.591137247975986
15,7.075557727315488,0.8041850258564243,17.326081589618035,,,,,,,3.5858454917232563,29.309002026304842
16,7.039764478602527,0.7989874640145777,19.165964089442117,,,,,,,6.340239565267239,35.85540359735412
17,6.986751233784402,0.9837992485020608,17.76466529029515,,,,,,,23.054928409763782,43.05306444638161
18,6.943909723553674,0.9639039022311005,16.351025651583914,,,,,,,26.2710537086159,43.94287474955585
19,6.8992999999999975,0.7707748487829541,17.289580812660375,,,,,,,29.578703466363987,43.37830569602433
20,6.866292168543732,0.6240517498296029,17.521531188897196,,,,,,,27.564552958278732,40.57030720248463
21,6.816364909661479,0.671395639908655,18.381719941755208,,,,,,,12.919098658843934,41.861843889412654
22,6.779399361578653,0.7986701790395936,15.995839035361021,,,,,,,13.865800037741938,38.34112556742756
23,6.742137004320504,0.8714394800928357,14.763752084743228,,,,,,,12.342806435224245,36.03209251708402
24,6.7130773554740495,0.9097660444109309,14.939054281098297,,,,,,,11.497162516705355,38.2531602262297
25,6.66005882533,0.8079360839834397,18.51030469482105,,,,,,,10.488438499870052,38.11783754729869
26,6.613862820712693,0.6822985950376189,20.18631367487203,,,,,,,11.795761445103853,34.95787543619108
27,6.573229915265312,0.7239291091189056,17.78195436434266,,,,,,,14.33668319717658,39.267669060544335
28,6.539376586173443,0.7497555159126453,14.542546814499037,,,,,,,8.28154687402992,44.71037729059036
29,6.489295405186351,0.6937925102305099,11.5473802743898,,,,,,,6.785013357798944,51.705264086819426
30,6.462779928727577,0.6854314525907341,11.028082032792705,,,,,,,5.784148429533686,50.216556291977206
31,6.420803680733952,0.6550701557953047,11.864424795619035,,,,,,,4.543142203214589,33.06524726692362
32,6.3912357509248015,0.587175273942967,12.393539581257064,,,,,,,9.994057756166093,26.703463984562212
33,6.360037918593159,0.5930093163819162,12.727732179876002,,,,,,,8.842118862074583,27.550820802954476
34,6.323181769898123,0.6467323500395417,18.652578887654908,15.802386422683034,1.954004472004664,3128.0516353501093,4.259847436755208,4.509690866585577,1300.3141377439104,14.623113048303814,19.14450900800798
35,6.296819541234349,0.7032454542776865,17.563450092721308,14.743239528971667,2.0283673217389717,2958.2589260083237,4.993789194927944,5.1382079117554476,1266.5185048118988,13.035098696913481,24.202671388427266
36,6.257021370782392,0.7457180765554472,14.595132919692933,12.862153653037026,1.4135820582763838,2910.0044831962073,5.2580885787164275,4.603210312152558,824.3372828200438,12.23624146755592,26.345027882114998
37,6.198067183682968,0.6284298640233301,12.950399019223411,11.922567758899174,0.7841804615757721,2561.6462534412167,1.867681489761895,4.667657004215269,1053.201183873421,10.693875183150466,25.186270432360125
38,6.166826674452982,0.5640628037802308,13.525695035138664,11.651823781333253,1.8802408737637557,2386.3196746211934,2.0214730157735965,4.468909649893239,1248.69462600216,12.79514935713291,24.00257876128074
39,6.133891202463207,0.47172163928119837,15.193743809062841,12.854596293821976,1.4573070510344508,2298.170730978177,1.7144673037837357,4.366312682718697,1512.5962671782756,9.23746382328919,24.305537043551187
40,6.100719280344513,0.4462108036912548,15.119380096461189,13.221504049008194,0.9019684090723711,2169.647315667147,2.3234430153022947,3.967309107099575,1406.5754459048053,10.275340216861808,21.91519684588048
41,6.067346103953526,0.5229186597444523,14.020621824551347,12.912592105338451,1.041908789669283,2290.865381290835,2.5817020753409765,4.570320815176881,1218.8029607273081,16.485693592389655,21.02177777937621
42,6.032072868913223,0.5373202784305905,13.238214305936927,13.010665974914293,1.1334359014437205,2588.998307980296,3.57827837789351,5.280818173985102,1176.0511742286762,14.871430687128814,23.553310408477422
43,5.9948320266449295,0.5170486531259997,14.789794540527458,13.778530236397676,1.3660650512614994,2816.940168011924,4.008900032487938,5.243883473742962,1013.8429179974343,15.574657397198777,26.447021088755076
44,5.957324003606695,0.5541793212832711,15.875557980430012,14.649593911256881,1.462896936828774,2989.5261166272844,5.193276318117745,5.05709540288376,941.4093534943001,13.56018577501053,23.718487337231288
