,Lookback,All,DM,Gas,Disk,Sat,Z,VZ,density
0,7.641375389072152,79.52014282808048,40.145077634576126,39.37506519350436,40.422006443721415,0.015020780117112208,0.1640832388084087,8.08276117091208,0.07296583099342872
1,7.596713167865263,78.98917289991991,47.34699093979835,31.64218196012155,52.7163375835845,0.020344516616115565,0.16048937641513322,7.432047501047066,0.07928775181604976
2,7.566683618057125,90.69051624232337,53.29885289340139,37.39166334892198,59.329190591789796,0.024846332831011904,0.1677117615177213,6.745718868900743,0.08354085764267957
3,7.53339063655954,79.90224772067248,47.668931727250715,32.23331599342177,66.25442221319642,0.030590121941778334,0.15925119917977876,6.514900319886666,0.08433002009240079
4,7.482979561017268,77.46307079943445,41.386875706526965,36.07619509290748,74.7427644733539,0.03833555216157735,0.17183003445470077,6.307982836837925,0.044600909894443944
5,7.445622694073074,104.93325929051036,48.42212119925432,56.51113809125604,85.24525353468746,0.037085980014832126,0.16945361264750958,6.88999221907262,0.04269732214478596
6,7.388982983834753,90.2289052582791,40.49576679351824,49.73313846476086,78.16841122053155,0.019293415945283374,0.1951786036009724,7.068381386757283,0.04404790902811666
7,7.368028485131425,86.50981820522216,42.05308046029883,44.45673774492332,91.31901945493719,0.04074848174076751,0.19855373253916822,6.9333523135222865,0.03755567492028318
8,7.32581407574925,84.11675586882512,38.549992356181555,45.56676351264357,91.81696309134016,0.10897901564749264,0.2082598902992101,6.491143816171457,0.06342796700827
9,7.304554308275986,91.70164802262828,44.3186549619059,47.38299306072238,100.41133477641475,0.12391881816852715,0.20574889326976348,6.12541077539383,0.06583131352939739
10,7.271496275648464,75.32207828028945,37.281091128601595,38.04098715168786,90.62345764705046,0.11968719681976137,0.2025408444497879,6.6119003000204515,0.059234891333439635
11,7.236227198877431,54.5732537306271,24.68155467628268,29.891699054344425,87.49080852495847,0.09541569379356261,0.1836364646448701,7.62991382789468,0.038093316005544484
12,7.19831221169613,91.77868473474993,46.067808091779,45.71087664297092,95.32308272858185,0.07828488901505115,0.19254824501949608,7.307730012624906,0.047791459063686884
13,7.152681385740628,77.89985880568975,42.02583055679028,35.87402824889946,89.42156843503075,0.07257163330443707,0.18027941332257139,6.740235694406616,0.0606143317155851
14,7.099260464270884,73.10424364943628,37.19987391606376,35.90436973337253,85.1100132812621,0.07580191741477094,0.1962277673976117,6.221510384656128,0.04608550360227094
15,7.075557727315488,70.26122657061416,42.67027817658886,27.590948394025304,81.816423017671,0.07929509837156708,0.1824582843570608,6.0785383964281445,0.056020176338790875
16,7.039764478602527,88.45301181119443,60.34518961664332,28.107822194551108,83.62981112350323,0.08630078216488869,0.20156251931928848,5.620370729413074,0.05887015502755287
17,6.986751233784402,102.34981584832812,70.67069079347777,31.679125054850346,70.63388973980173,0.10192876728696713,0.17230315163108395,6.161419801304608,0.06719223265244173
18,6.943909723553674,92.02883033326394,51.04062864635795,40.98820168690599,82.09048345725225,0.12024136940761321,0.17246633919215787,5.90134513913287,0.04271973748325234
19,6.8992999999999975,94.50330109730189,56.2939128525276,38.209388244774296,73.22555916866872,0.1399124331327162,0.16220579192939671,5.840788556190735,0.06739212697270489
20,6.866292168543732,101.3318092742602,60.03824644404202,41.29356283021818,83.82660248459186,0.14838921540723352,0.16395210886426537,5.326718521024368,0.061290934895673076
21,6.816364909661479,97.75891853783548,59.25003287377005,38.508885664065424,79.5228783355917,0.1579215167054616,0.17462334522871165,4.449161660765634,0.03984828852201276
22,6.779399361578653,130.36813979922266,70.72059515067384,59.64754464854883,77.60625915229849,0.17811916443285794,0.1502671937746381,5.454631169542605,0.051640656597675236
23,6.742137004320504,103.22344785457071,57.89170249611568,45.331745358455024,69.49549491416455,0.20502165984184353,0.12238679773710177,5.456511555196492,0.039611719692270245
24,6.7130773554740495,108.31371839101638,49.37937018464461,58.93434820637177,73.15688827647594,0.22272161746000532,0.14371690102633677,5.043996873523599,0.04468917620462916
25,6.66005882533,112.42278681547906,49.054217067050104,63.36856974842895,72.889833151324,0.2439083674225699,0.12934431273891495,4.678030894694816,0.0388160038279243
26,6.613862820712693,111.67375831156137,54.975015123453886,56.698743188107485,76.95439608879735,0.2524687896866806,0.13057928914208045,4.288339851757725,0.0422924020372533
27,6.573229915265312,104.93530387248526,48.10948969492266,56.82581417756261,71.32435999800418,0.26020168211697436,0.13052664919432147,4.619076896289046,0.033587134935374595
28,6.539376586173443,114.68470338176733,49.14169615065195,65.54300723111538,69.90939378849575,0.28044759365729677,0.1313991408591956,5.098470327889256,0.051329628111501546
29,6.489295405186351,110.92661478451635,46.50321877260571,64.42339601191064,60.17730269788712,0.42592651378533447,0.10742053720516123,5.7286837944798075,0.028895188671780765
30,6.462779928727577,111.0040182426334,38.98965325127046,72.01436499136294,54.521228561402545,0.5803555738072668,0.12202172059030927,5.010002467364697,0.022566565938690865
31,6.420803680733952,89.08709965241593,30.08527831506936,59.00182133734657,58.34945350314542,0.8778355853899176,0.10042786906919458,4.987749607631193,0.056805057982977046
32,6.3912357509248015,80.24209583190249,21.26004549371154,58.98205033819095,59.60938016065106,1.0446586921745908,0.10998417626773667,5.041846995433473,0.053748814895476435
33,6.360037918593159,111.40212465199335,51.22234006006073,60.17978459193261,65.27415548711855,1.0907450335141933,0.12283408450183594,5.634800024103545,0.04752998321193334
34,6.323181769898123,99.85347966610763,58.19925393423917,41.654225731868465,84.24404716364855,0.7857312223755242,0.19091615122356326,7.409282473565007,0.06053225485240008
35,6.296819541234349,111.02201358776435,67.35657485668273,43.66543873108163,80.35919604215876,0.5364944759053165,0.18285564929622722,7.910328676649057,0.05728278660308746
36,6.257021370782392,131.8470205752409,79.49209767435428,52.35492290088661,77.69588760688144,0.14649343068080062,0.17215587447585953,7.657490726314263,0.06344564343147506
37,6.198067183682968,123.48048645005056,69.97027623880378,53.51021021124678,82.78587450514688,0.21775989079761687,0.18606060531793253,6.706683042060545,0.05457917034339869
38,6.166826674452982,112.61336964255322,64.84055576591238,47.77281387664084,96.80776272180762,0.2938334331813306,0.18992553777025364,7.022407588990037,0.044692874000557395
39,6.133891202463207,103.96570777156651,58.57937721306215,45.38633055850436,81.43733869899337,0.31776511593301887,0.18524754187269632,6.835880584201023,0.036519189260309906
40,6.100719280344513,110.62437610962256,64.28727177514956,46.337104334473,73.32357511665131,0.30826449830304586,0.16522219425096635,7.263691709539243,0.04270665794606339
41,6.067346103953526,113.50500927205732,71.14651445834244,42.35849481371488,77.90071999992651,0.2808241775040061,0.18234390657027996,7.337545593905558,0.04799433130426843
42,6.032072868913223,97.11251491198327,62.504031922959044,34.608482989024225,75.6063085384477,0.24592050676069577,0.1977313781029387,7.757225374649319,0.047775932242154394
43,5.9948320266449295,99.24022953036601,56.93842313790487,42.301806392461145,81.1817577674031,0.21085483865911073,0.1876814315336944,7.7499010680673255,0.03809468708842649
44,5.957324003606695,86.68559884159723,55.55887849831625,31.12672034328098,86.49479280966663,0.18008303066169534,0.178647041557855,7.209139273125304,0.03939622352061804
45,5.9365639909968575,86.67012786437489,48.11447531531094,38.55565254906395,68.87603853316182,0.1652299210824596,0.17613684794173906,6.59849643155641,0.04817727121941674
46,5.894811696137233,94.82224600860329,49.11619663223789,45.70604937636541,65.37967557643225,0.14117029233944914,0.16254506986747225,6.454852622276408,0.04354583121383941
47,5.85272746861963,73.98522070942016,47.368895094647485,26.61632561477268,51.05445509571036,0.12151868393917424,0.1397572922889642,6.605006593980835,0.04262341163930485
48,5.829423163299706,91.98138732674916,54.256774818541004,37.72461250820815,55.99756034861297,0.11145889875573291,0.14819835834463618,6.215535358030429,0.04905898003421756
49,5.806019824366869,84.93037413535043,50.50543303402558,34.42494110132486,48.51427447701999,0.101297538708886,0.1551060871183762,5.807395748216715,0.04604637274404942
50,5.758847580686567,75.43886758369914,38.577646732239195,36.86122085145994,55.008067491823276,0.07384517336198929,0.1420383405650377,5.475667426130234,0.06309861501485334
51,5.735113676933862,70.8097262465844,33.23189897487626,37.577827271708145,62.83720663556898,0.05454461186411735,0.13075227716625207,5.710841929787243,0.059651404302858105
52,5.687351268637958,62.056456381474746,27.3831995485534,34.673256832921346,60.190099918604865,0.005843087038701404,0.13614747751472184,5.058849599691784,0.04653049570535511
53,5.674282004200253,86.3595784751065,51.098357041739895,35.261221433366615,56.06985265213211,0.00870881598487002,0.13459631550754875,4.918341982076715,0.04103940150212589
54,5.63487750476342,86.07627469309656,29.469415766976184,56.606858926120374,45.896963409157564,0.04421420953716394,0.11398938189416744,5.540043649443542,0.0475035241657222
55,5.607096887071627,76.27891090339838,23.645347717630877,52.633563185767514,42.74478348812101,0.057932263447617045,0.11774158754218131,5.059627102269929,0.05602878523335436
56,5.563197273837341,71.58374158145435,25.03875416361344,46.54498741784091,31.57287076365891,0.062437543491740806,0.0934426790629114,4.951641747007278,0.03723513298708416
57,5.532228479342441,77.71730976597222,15.83117240282291,61.8861373631493,29.871845015705922,0.06252647551628525,0.09448116599967087,4.4422896992742285,0.03457253370969786
58,5.499580009312712,59.68376672864004,14.139334207143808,45.544432521496226,29.022781348982118,0.06601715937000799,0.08718952315611458,4.358647380904825,0.04141426087061768
59,5.4667717357004335,67.73499304604067,19.216823550327614,48.51816949571306,34.78787532340031,0.0719493289159452,0.0969471544553115,4.171611803846487,0.05553651107918387
60,5.432045810452904,70.05182953917421,24.374111374264018,45.677718164910196,24.875716711237377,0.07792626812942352,0.09073393470689341,4.43801362062692,0.04627291089448145
61,5.395473989249358,62.89291692251854,14.04823195663651,48.844684965882024,30.156245151177888,0.07983195948811699,0.09343722667211832,3.672115837301676,0.03748014823127164
