,Lookback,All,DM,Gas,Disk,Z,VZ,density
0,7.641375389072152,88.47920982288983,74.05745835710884,14.42175146578099,119.43776572308708,0.09016017077282698,11.566645347909294,0.03715627322225533
1,7.596713167865263,69.92869423407048,47.55298913437771,22.375705099692766,142.81785596373157,0.11462417570717251,11.524582041871286,0.025371760509902294
2,7.566683618057125,98.33411691690611,75.3987726985386,22.93534421836751,120.2103836575449,0.11576847568173565,10.770430963856146,0.029189858118859865
3,7.53339063655954,126.92674562834044,101.8214358678805,25.105309760459946,140.43172789444557,0.11875016353686321,10.988523152323499,0.027094312836634826
4,7.482979561017268,119.72800992549357,96.7292183437743,22.998791581719257,131.16437606999102,0.10953247437621344,10.830580787413249,0.0302913861047883
5,7.445622694073074,130.93943404683333,100.18639381022626,30.75304023660707,126.56711148243356,0.11886520531491881,11.657326858094965,0.02313693890043129
6,7.388982983834753,89.04249396650005,68.66148419885488,20.381009767645168,146.12662779995657,0.12766613079209116,11.283257999607022,0.01704966253383371
7,7.368028485131425,114.48522778968216,69.6708680044167,44.81435978526545,148.93041055139847,0.13327624885533934,11.0488275835149,0.015122179321134521
8,7.32581407574925,80.00638870131445,53.90786455153971,26.098524149774743,151.88856586902895,0.13657466323544568,11.244387881401153,0.01064313485739929
9,7.304554308275986,121.75176901236222,98.92025811826655,22.831510894095665,150.0480505691434,0.1364093345064729,11.250188639463863,0.019000769636356402
10,7.271496275648464,102.44712931469532,83.26699281278047,19.180136501914845,148.6247540505266,0.1278414224352416,11.320150254107379,0.02176057761428203
11,7.236227198877431,68.92092182309143,50.23939981262565,18.68152201046578,144.50491717366225,0.12207878553327345,10.943119776389485,0.017413202163910298
12,7.19831221169613,87.82525153405325,72.90289264036707,14.922358893686182,123.50056814696924,0.12039358957558657,9.913182969002738,0.015246263364482924
13,7.152681385740628,122.21173332764955,96.05739384103066,26.15433948661889,81.30921380899085,0.1158412289606319,10.529745633675494,0.02527428549387465
14,7.099260464270884,100.26149755568042,80.9435283817527,19.31796917392773,109.28111140761429,0.11729218721436625,11.007673622151225,0.024735579404296378
15,7.075557727315488,129.33925714302296,88.27471523451113,41.06454190851182,104.73523421824845,0.11887644148593782,10.941399147903887,0.019746620520527666
16,7.039764478602527,162.84881388197115,136.68672173612677,26.162092145844372,114.90698891042173,0.12462024176045022,10.502432343392824,0.027258829579919226
17,6.986751233784402,146.14340453918885,122.70927324411942,23.434131295069445,140.46545649780222,0.13041587057586598,9.649441808750064,0.01687934708170876
18,6.943909723553674,75.21676362219061,58.861314341080245,16.35544928111037,144.68281621595705,0.12384777122062104,8.406837405727167,0.0181362140958738
19,6.8992999999999975,102.70618332034414,90.15341890936112,12.552764410983016,120.87638271658037,0.10471536672488349,8.679711903787712,0.02532686268568787
20,6.866292168543732,113.63673938290515,80.5641703302808,33.072569052624345,124.13004114546732,0.09760709736609863,8.75574652894747,0.02127588504310798
21,6.816364909661479,125.79004263057605,106.71869359603186,19.0713490345442,122.4490963095626,0.09778716034580845,9.262693920233641,0.025086775350660163
22,6.779399361578653,99.18760943970818,62.01665507979857,37.17095435990962,104.08488520726314,0.10629498899380599,9.78464167723192,0.016901034360686573
23,6.742137004320504,141.11397796800134,111.47210148851602,29.641876479485322,108.75561628403415,0.11116220373550001,8.924962210788113,0.03440396984448169
24,6.7130773554740495,167.05517028225728,136.89374510307795,30.161425179179343,99.8554907359366,0.1082480514612943,9.069805346629032,0.026663194950725888
25,6.66005882533,159.7031351000749,126.68390006213302,33.01923503794186,117.62768821203032,0.10848593215581089,8.743163925137935,0.026078365054821306
26,6.613862820712693,105.53068256144562,71.66049040247232,33.8701921589733,85.8767005713647,0.11156526180678283,8.432573476161595,0.022025869144473346
27,6.573229915265312,138.74036930860444,107.46543628731737,31.27493302128706,134.40938933186936,0.09987857471482481,8.236904852350813,0.01476439644220319
28,6.539376586173443,111.38394233563808,77.34111146411674,34.042830871521346,105.2186254024366,0.09016452793911381,7.59728449810611,0.0309153366323532
29,6.489295405186351,115.53767993245947,73.06894450386437,42.468735428595096,103.89797357034819,0.0820136751660119,7.569899382978495,0.018997534774425794
30,6.462779928727577,130.88255007765392,92.1870566752451,38.69549340240881,113.41908989437522,0.08780987817230101,7.585713454695792,0.015507561237415642
31,6.420803680733952,132.02169316998467,104.2594443090814,27.76224886090326,89.13914081636719,0.08524021040359106,7.304156293523724,0.019319994120615715
32,6.3912357509248015,99.53048605561145,74.73904977619415,24.7914362794173,110.93237763947157,0.09033276452942188,6.977644194801645,0.014880912490006636
33,6.360037918593159,154.88778742015774,127.20020474131779,27.687582678839952,103.55603810610569,0.095668919179877,7.3346483958857345,0.020613958310804936
34,6.323181769898123,108.55342852712688,86.67426206082008,21.879166466306796,123.1885766503221,0.10970468776515516,7.178170426174746,0.018698147619058962
35,6.296819541234349,152.01811651465817,127.76122448645971,24.256892028198457,130.26541326228786,0.1130118445759026,6.823661902084911,0.046658235709012744
36,6.257021370782392,119.4854555131089,89.27155273626978,30.21390277683912,112.60351607882252,0.11926670494774358,6.458377825976369,0.048579129721971794
37,6.198067183682968,122.96047108405665,97.94164424588574,25.018826838170916,145.96245890586854,0.11591987258123748,7.135825227762846,0.08312772230427914
38,6.166826674452982,131.641967491586,99.29670216007878,32.34526533150722,121.93016543769149,0.11413693958757384,6.819386796032205,0.09081722330094712
39,6.133891202463207,150.11694685326432,132.94907148967027,17.16787536359405,105.69574443850003,0.10448202152923164,6.996106002593447,0.0659243413640778
