snapshot_t,lookbacktime,Rcenters,nparticles,amp1,amp2,phase1,phase2
612.0,6.133891202463207,28.5,280.0,4.6698929229737566e-14,3.9779395294326525e-14,2.659109626757868,-0.0038184844894306176
612.0,6.133891202463207,29.5,300.0,5.4887951169000666e-14,3.884472274861534e-14,2.7241902797434063,0.11298960852317134
612.0,6.133891202463207,30.5,284.0,5.357049637868833e-14,3.5997789644244764e-14,2.807702020110553,0.258582677744805
612.0,6.133891202463207,31.5,292.0,5.213126238967206e-14,3.9016405954945154e-14,2.966380388110758,0.2902502963014169
612.0,6.133891202463207,32.5,316.0,6.332878173743956e-14,3.8211573150800054e-14,2.938592151467567,0.42481803339514235
612.0,6.133891202463207,33.5,324.0,6.757317997982691e-14,3.451427397247695e-14,2.956299339771928,0.49898530588423656
612.0,6.133891202463207,34.5,324.0,7.050175747799726e-14,3.1255468465731557e-14,2.9853139861461564,0.5608594117143471
612.0,6.133891202463207,35.5,348.0,7.348364846362378e-14,3.036865120118556e-14,3.105374578684602,0.6140111116454131
612.0,6.133891202463207,36.5,352.0,7.641618856356059e-14,2.818161802734176e-14,3.0826929384280795,0.6955345258874046
612.0,6.133891202463207,37.5,372.0,8.595924129106259e-14,2.8857329608979494e-14,3.07143111970645,0.9262027239817617
612.0,6.133891202463207,38.5,372.0,8.782017363609573e-14,2.6553838447445785e-14,3.0973108926403126,1.0795813605495523
612.0,6.133891202463207,39.5,340.0,8.046372501212895e-14,2.282148248835339e-14,-3.1279059050954334,1.1265562724116895
614.0,6.100719280344513,0.5,4.0,9.081105056258116e-15,1.0668289491108096e-15,2.304453454292621,-1.5707963267948977
614.0,6.100719280344513,1.5,12.0,4.575802172744634e-14,3.0091160968356334e-15,2.3185478827233057,-0.31567381156905966
614.0,6.100719280344513,2.5,28.0,1.1015291455135958e-13,4.678342400003566e-15,2.338091498886571,-3.0324328551683744
614.0,6.100719280344513,3.5,36.0,1.198354122587977e-13,7.485265264919769e-15,2.3476223850097098,-2.8547616560798157
614.0,6.100719280344513,4.5,40.0,1.0685602605282362e-13,2.019215142675069e-15,2.350227424768824,2.841719695282956
614.0,6.100719280344513,5.5,52.0,1.0992594799698958e-13,6.733438423972093e-15,2.3233274819477656,1.5825893916243232
614.0,6.100719280344513,6.5,68.0,1.1464827003645958e-13,1.0249691771246928e-14,2.278708917971964,1.4341452514651245
614.0,6.100719280344513,7.5,68.0,9.217046056092697e-14,1.0694930087685929e-14,2.224162962366749,1.167714143768982
614.0,6.100719280344513,8.5,84.0,9.931251446350653e-14,1.4261260136415325e-14,2.1639592309600144,0.9673334273094067
614.0,6.100719280344513,9.5,92.0,9.19817445810001e-14,1.2608817478164112e-14,2.1309399539030114,0.8899005134556158
614.0,6.100719280344513,10.5,100.0,7.810869821309666e-14,1.3138912951310353e-14,2.039351698030246,0.5009718431499733
614.0,6.100719280344513,11.5,108.0,7.343079491518328e-14,1.539113574560917e-14,2.0340566848662904,0.5631906340181843
614.0,6.100719280344513,12.5,120.0,6.937417549101974e-14,1.464892930135156e-14,1.9984492459776055,0.7417570620907584
614.0,6.100719280344513,13.5,124.0,6.195982504069882e-14,1.1564806681631095e-14,1.9747897110185328,0.6966034562376301
614.0,6.100719280344513,14.5,156.0,6.795344509672818e-14,1.2300397779838756e-14,1.958594846324463,0.4344954784267345
614.0,6.100719280344513,15.5,132.0,4.983704337454033e-14,9.365318222053085e-15,1.9317840114103872,0.0339137482767475
614.0,6.100719280344513,16.5,172.0,5.657921855211243e-14,1.3877160154105434e-14,1.8944012146188194,-0.13796325463372802
614.0,6.100719280344513,17.5,164.0,4.421644728779992e-14,1.3925396891137541e-14,1.8261969584776232,-0.22889253492763878
614.0,6.100719280344513,18.5,188.0,4.3435186414811606e-14,2.0145751185574703e-14,1.839760715389436,-0.2409568569336716
614.0,6.100719280344513,19.5,180.0,3.487786308335802e-14,2.486295625198682e-14,1.7646840344378216,-0.18340654226372435
614.0,6.100719280344513,20.5,200.0,3.649906254575073e-14,2.3903444510901312e-14,1.8268741778912745,-0.206557478881351
614.0,6.100719280344513,21.5,204.0,3.310270540264649e-14,2.3906898652697555e-14,1.8842222765913106,-0.2413889382010708
614.0,6.100719280344513,22.5,196.0,3.1347356211776945e-14,2.271183297863809e-14,1.93538180514721,-0.18257417574434315
614.0,6.100719280344513,23.5,228.0,3.093416213071057e-14,2.975342238963665e-14,1.9378492004024785,-0.12472284942267516
614.0,6.100719280344513,24.5,252.0,3.9048681523106653e-14,3.0747927826702105e-14,2.054197353051633,-0.0947981426497874
614.0,6.100719280344513,25.5,252.0,3.9855110437452216e-14,2.8216205917282886e-14,2.148840685653123,0.01612338880358891
614.0,6.100719280344513,26.5,244.0,3.725303956386157e-14,2.5238568079659613e-14,2.221072884717886,0.07193259773783217
614.0,6.100719280344513,27.5,260.0,3.414778946642445e-14,2.740320333877755e-14,2.3252043688878525,0.09174825400582134
614.0,6.100719280344513,28.5,280.0,4.168018306529028e-14,2.3773374539800176e-14,2.450697699793089,0.17399505530469478
614.0,6.100719280344513,29.5,300.0,4.870447930055823e-14,2.2314951713063063e-14,2.5615865801440956,0.23894553528673318
614.0,6.100719280344513,30.5,284.0,4.618600698241113e-14,2.0541808992080524e-14,2.6481245173836268,0.27706945078238765
614.0,6.100719280344513,31.5,292.0,4.2176188033111794e-14,2.192386698380726e-14,2.7725351272395278,0.23555407977308773
614.0,6.100719280344513,32.5,316.0,5.514376956010446e-14,1.8434178890060695e-14,2.7904349462123332,0.34455592080050795
614.0,6.100719280344513,33.5,324.0,6.062208291772532e-14,1.6375684030382993e-14,2.8176457718557777,0.436731006322734
614.0,6.100719280344513,34.5,324.0,6.268181668341962e-14,1.531476075628551e-14,2.824622728084919,0.5306705783999977
614.0,6.100719280344513,35.5,348.0,6.332409577824689e-14,1.473969163600115e-14,2.89275016297731,0.7262982942111924
614.0,6.100719280344513,36.5,352.0,6.670447310957309e-14,1.7231478647081385e-14,2.9314580746734227,0.9778295374591431
614.0,6.100719280344513,37.5,372.0,7.311164304527032e-14,2.0832295428457455e-14,2.939635564955164,1.1973496659348972
614.0,6.100719280344513,38.5,372.0,7.366136575630262e-14,2.1075638554967626e-14,2.972930821459658,1.2991671005411431
614.0,6.100719280344513,39.5,340.0,6.807507655009686e-14,1.6900441229157977e-14,3.00760279682834,1.3461152910278251
616.0,6.067346103953526,0.5,4.0,8.015784778421273e-15,3.1872539333273332e-15,2.4961260864889963,1.570796326794897
616.0,6.067346103953526,1.5,12.0,4.287427910433935e-14,7.072518325768234e-15,2.3031792705123157,-0.5591592592663637
616.0,6.067346103953526,2.5,28.0,9.74653113296747e-14,7.510031226219365e-15,2.299895136484711,-0.4710972816596772
616.0,6.067346103953526,3.5,36.0,1.1128184090415985e-13,1.0965292578164889e-14,2.2879365973140637,-1.866635542185949
616.0,6.067346103953526,4.5,40.0,1.0095286333261796e-13,8.659143774955183e-15,2.229400766352425,-2.31771388980765
616.0,6.067346103953526,5.5,52.0,1.0606832855941397e-13,8.921322413430186e-15,2.2079731536359546,-2.302949300092595
616.0,6.067346103953526,6.5,68.0,1.0631199562191955e-13,1.1809823681853146e-14,2.206424792989935,-2.538012031477633
616.0,6.067346103953526,7.5,68.0,9.151899727069294e-14,1.013977348172496e-14,2.1599211827331803,-2.657622714495166
616.0,6.067346103953526,8.5,84.0,9.906915919771074e-14,7.317549236768332e-15,2.103494772515741,-2.483684715599236
616.0,6.067346103953526,9.5,92.0,9.043038233113365e-14,4.166153874180146e-15,2.060104737505663,2.784212603169214
616.0,6.067346103953526,10.5,100.0,8.256524915944561e-14,6.7965190127829266e-15,2.0548362652957053,2.2586497674209154
616.0,6.067346103953526,11.5,108.0,7.854709612700656e-14,7.156418605237422e-15,2.0821647713760307,1.7720580923304288
616.0,6.067346103953526,12.5,120.0,7.742526251593815e-14,9.100821439170081e-15,2.0777586872341876,1.8672251549933216
616.0,6.067346103953526,13.5,124.0,7.221282613597523e-14,5.7498888392008794e-15,2.039652936602978,1.9575597127689903
616.0,6.067346103953526,14.5,156.0,8.217720504920514e-14,3.4643202577008304e-15,1.9802980735806102,1.9425922988446718
616.0,6.067346103953526,15.5,132.0,5.973010985226803e-14,2.9646642461315247e-15,1.9373197525154362,0.21726503337058373
616.0,6.067346103953526,16.5,172.0,6.812679725134311e-14,7.607445044467401e-15,1.9119075144311175,-0.39798086567255136
616.0,6.067346103953526,17.5,164.0,5.829468629752419e-14,1.16237033643882e-14,1.83363699620052,-0.5513069630093281
616.0,6.067346103953526,18.5,188.0,5.956365210304347e-14,1.5064757832898554e-14,1.761415550854281,-0.4869989585707282
616.0,6.067346103953526,19.5,180.0,4.630373403593444e-14,2.0764602973436724e-14,1.673816128856182,-0.24977305538297878
616.0,6.067346103953526,20.5,200.0,5.0171385323630873e-14,2.3363019976562327e-14,1.7005886858286705,-0.3177807289745569
616.0,6.067346103953526,21.5,204.0,4.463988155730033e-14,2.7166907319686902e-14,1.7228544499412588,-0.36603626595689226
616.0,6.067346103953526,22.5,196.0,3.94794574623659e-14,2.660059813029162e-14,1.730236669018296,-0.31497671400477956
616.0,6.067346103953526,23.5,228.0,3.958176568866797e-14,3.2539712172152984e-14,1.7495555981433675,-0.2187928808533776
616.0,6.067346103953526,24.5,252.0,4.252400074763797e-14,3.332062407932741e-14,1.9126907369988126,-0.25535250338381316
616.0,6.067346103953526,25.5,252.0,3.8819980330174566e-14,3.225970381369187e-14,2.0298137985562397,-0.20749868837526642
616.0,6.067346103953526,26.5,244.0,3.761189803203205e-14,3.0043287257108555e-14,2.173442111452472,-0.18842327703022718
616.0,6.067346103953526,27.5,260.0,3.398306426400616e-14,3.132931959702875e-14,2.280886541224078,-0.13498138803307508
616.0,6.067346103953526,28.5,280.0,3.9841290317725435e-14,2.865060660339235e-14,2.394276142909576,-0.15034799702216767
616.0,6.067346103953526,29.5,300.0,4.494115314444037e-14,2.5582566599813976e-14,2.4942019769393355,-0.10768108356171935
616.0,6.067346103953526,30.5,284.0,4.277912065419014e-14,1.933671884863321e-14,2.5808038540519727,0.013842733998161392
616.0,6.067346103953526,31.5,292.0,3.65518868187886e-14,1.8831304135135662e-14,2.668539904311891,0.18834460960612087
616.0,6.067346103953526,32.5,316.0,4.841382507981619e-14,1.584063037900722e-14,2.678637197849139,0.4217915828511381
616.0,6.067346103953526,33.5,324.0,5.1618841322696805e-14,1.5366240201584478e-14,2.734234976369742,0.7259710499608786
616.0,6.067346103953526,34.5,324.0,5.355128245341908e-14,1.4584366950279573e-14,2.7859533473975455,0.992329118185801
616.0,6.067346103953526,35.5,348.0,5.43239045683545e-14,1.3825121673490914e-14,2.886221211557157,1.177705156139439
616.0,6.067346103953526,36.5,352.0,5.6770788755671657e-14,1.4914002714564914e-14,2.8874592504704815,1.561669443818406
616.0,6.067346103953526,37.5,372.0,6.24870758710854e-14,1.696896171816279e-14,2.887373037043139,1.7761185055183364
616.0,6.067346103953526,38.5,372.0,6.074709392844745e-14,1.8054384026606905e-14,2.908165030401142,2.0051945090416337
616.0,6.067346103953526,39.5,340.0,5.4297798651379355e-14,1.64085779556176e-14,2.9521196391477647,2.203645504051692
618.0,6.032072868913223,0.5,4.0,8.924666744279716e-15,9.948931931001333e-16,2.227596226340284,-1.5707963267948974
618.0,6.032072868913223,1.5,12.0,3.9966223734919724e-14,2.150104992385093e-15,2.1696816272297563,-1.2594721970156666
618.0,6.032072868913223,2.5,28.0,9.133108003923941e-14,4.4108898459170226e-15,2.2073307477882347,-1.8509659466574644
618.0,6.032072868913223,3.5,36.0,1.050508359677981e-13,6.619648487075911e-15,2.2342298548335844,-2.134131769775068
618.0,6.032072868913223,4.5,40.0,1.0099348946974251e-13,4.913492483004837e-15,2.2396641087979767,-1.7200002705428667
618.0,6.032072868913223,5.5,52.0,1.1084400256467572e-13,2.7244689410156818e-15,2.1978575392574036,-0.8503494514379806
618.0,6.032072868913223,6.5,68.0,1.129951900891261e-13,5.238978610440341e-15,2.1276789988884044,0.11155294045484562
618.0,6.032072868913223,7.5,68.0,9.776224777838286e-14,2.8516457895938436e-15,2.0302454498215896,1.1252998701681518
618.0,6.032072868913223,8.5,84.0,1.0074638779005108e-13,1.0071518488506067e-15,1.9871887271956943,0.8744026674726646
618.0,6.032072868913223,9.5,92.0,9.507070598691018e-14,2.5852497723985832e-15,1.9674877426962967,1.6844194991356012
618.0,6.032072868913223,10.5,100.0,8.879403333282423e-14,3.556613615499507e-15,1.965022268025334,1.705198638297211
618.0,6.032072868913223,11.5,108.0,8.340385502595039e-14,1.4698627780872798e-15,1.9285004254979243,2.0398508314105483
618.0,6.032072868913223,12.5,120.0,7.888694057947966e-14,2.733830875451062e-15,1.8574077090124215,2.4679458310544984
618.0,6.032072868913223,13.5,124.0,6.901854862655281e-14,2.7517150809047175e-15,1.8196970344158823,1.9582554391089324
618.0,6.032072868913223,14.5,156.0,7.648336001823757e-14,5.115528927604692e-15,1.7622447896811775,1.748040310115186
618.0,6.032072868913223,15.5,132.0,5.787921659281294e-14,3.70566370728744e-15,1.7642726668912576,1.3768347243657952
618.0,6.032072868913223,16.5,172.0,6.865491822573078e-14,3.223028315675856e-15,1.7730858749608276,1.1148605972690737
618.0,6.032072868913223,17.5,164.0,5.714717123739291e-14,4.450183084418707e-15,1.7285117248700548,0.2601694189590968
618.0,6.032072868913223,18.5,188.0,6.02327534996531e-14,9.450440526390715e-15,1.702877693744417,-0.02953770097647536
618.0,6.032072868913223,19.5,180.0,4.827739198576231e-14,1.485611940064047e-14,1.6308989202523672,-0.24218000299100345
618.0,6.032072868913223,20.5,200.0,5.2137782514533725e-14,1.7691265295690813e-14,1.6357281151639296,-0.2792698365315082
618.0,6.032072868913223,21.5,204.0,4.6933077126514385e-14,2.1016115708845046e-14,1.6252070331812019,-0.3293224034651977
618.0,6.032072868913223,22.5,196.0,4.082716815301844e-14,1.9983022578861345e-14,1.638493768980718,-0.24930245702577594
618.0,6.032072868913223,23.5,228.0,3.898590180980386e-14,2.6456108321257317e-14,1.5974839805508447,-0.22801894033771633
