snapshot_t,lookbacktime,Rcenters,Nparticles,amp0,amp1,amp2,amp3,phase0,phase1,phase2,phase3
520.0,7.641375389072152,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520.0,7.641375389072152,2.0,20.0,9.458570265994531e-14,5.672040595994417e-14,3.6954942957741904e-14,7.227583061122228e-14,0.0,1.7511855363845825,1.9882862567901611,2.098111152648926
520.0,7.641375389072152,3.333333333333333,48.0,5.1398785943547465e-14,1.5169874904852332e-13,1.2156096441950925e-13,1.140599116891683e-13,0.0,-0.7781756520271301,-2.384760856628418,1.6246893405914307
520.0,7.641375389072152,4.666666666666666,60.0,2.2041844989706882e-15,1.428664044705874e-13,1.258453790394659e-13,6.290537616629108e-14,0.0,-0.4015219509601593,-1.8585978746414185,-2.3773927688598633
520.0,7.641375389072152,6.0,68.0,1.2403489693668668e-13,1.1530133672919135e-13,7.097783732284979e-14,4.960749083108944e-14,0.0,0.04477798193693161,1.0975922346115112,1.2954968214035034
520.0,7.641375389072152,7.333333333333333,100.0,8.53351948566089e-14,9.942911836750834e-14,7.20587699481589e-15,4.4213405451989235e-14,0.0,-0.24092571437358856,-1.8421183824539185,-0.003485201857984066
520.0,7.641375389072152,8.666666666666666,116.0,7.3146302654193e-14,1.5717959431834488e-13,4.730570590198019e-14,1.4460372833771228e-15,0.0,-0.08098092675209045,-3.0183136463165283,2.8802850246429443
520.0,7.641375389072152,10.0,116.0,3.763710602401084e-14,1.9754125635609854e-13,1.7841925717887105e-14,1.1664164608954277e-14,0.0,-0.43893343210220337,-0.5331646203994751,-1.8917889595031738
520.0,7.641375389072152,11.333333333333332,152.0,1.0271078827945104e-13,2.199023027473629e-13,3.3270671509705654e-14,4.36072246292208e-14,0.0,-0.36663851141929626,-1.6519609689712524,-0.15856868028640747
520.0,7.641375389072152,12.666666666666666,156.0,7.436340090797092e-14,2.0095375558894235e-13,3.116538128370046e-14,8.844027703377392e-15,0.0,-0.5675878524780273,2.5074682235717773,-3.102349281311035
520.0,7.641375389072152,14.0,188.0,8.939168307485479e-14,2.4842039775090086e-13,4.821375232649111e-14,3.7742432876936016e-14,0.0,-0.7203429341316223,3.1296443939208984,0.34513211250305176
520.0,7.641375389072152,15.333333333333332,188.0,6.636059296473082e-14,2.2225687815787681e-13,2.6341044146241388e-14,3.295859746688286e-14,0.0,-0.6133489012718201,-2.312755823135376,0.595771312713623
520.0,7.641375389072152,16.666666666666664,212.0,7.806555830372139e-14,2.466756996149372e-13,5.1169873595486096e-14,2.884597468115653e-14,0.0,-0.6979361772537231,-2.401203155517578,2.216172695159912
520.0,7.641375389072152,18.0,236.0,6.712213657068464e-14,1.9908532288004377e-13,5.919990517765095e-14,5.1420676663036305e-14,0.0,-0.46301451325416565,-1.8570910692214966,0.30853867530822754
520.0,7.641375389072152,19.333333333333332,256.0,7.957397490498258e-14,2.4511954423676874e-13,7.291239281174283e-14,9.549982061662216e-14,0.0,-0.5058119297027588,-0.44372665882110596,0.48260819911956787
520.0,7.641375389072152,20.666666666666664,260.0,1.156539328282108e-13,1.6506212358307487e-13,3.211789016167865e-14,3.5930361740347735e-14,0.0,-0.6924126148223877,-1.6019234657287598,0.5623724460601807
520.0,7.641375389072152,22.0,292.0,1.0536485421132336e-13,2.0503930042541085e-13,5.234627022208255e-14,1.1083268227881152e-13,0.0,-0.7198023200035095,0.8856147527694702,0.753616988658905
520.0,7.641375389072152,23.333333333333332,276.0,9.76414383916692e-14,1.659862433047929e-13,5.5483544733440915e-14,6.241432067358166e-14,0.0,-0.46942275762557983,-0.16035708785057068,0.8913254737854004
520.0,7.641375389072152,24.666666666666664,332.0,1.153997958389802e-13,1.612297806114632e-13,5.118434430635699e-14,5.2891837367145464e-14,0.0,-0.5899999737739563,-0.04102933034300804,0.7775344252586365
520.0,7.641375389072152,26.0,348.0,1.4671810045097794e-13,1.1435036945117716e-13,5.061837044352882e-14,7.502341575673505e-14,0.0,-0.9908596873283386,-1.061676025390625,-0.007400913164019585
520.0,7.641375389072152,27.333333333333332,328.0,1.0634046675997086e-13,1.1010415940527346e-13,4.961495827355243e-14,7.804766896787538e-14,0.0,-0.607068657875061,0.4307449460029602,0.7620849013328552
520.0,7.641375389072152,28.666666666666664,372.0,1.1777371070574583e-13,7.965372475103247e-14,6.383340579209362e-14,8.626988554950865e-14,0.0,-0.7911776304244995,0.7275874614715576,0.769946277141571
520.0,7.641375389072152,30.0,396.0,1.2190972515334353e-13,8.141253784402919e-14,6.505444105501038e-14,8.821409721400039e-14,0.0,-0.6988951563835144,0.6702753305435181,0.8215668797492981
520.0,7.641375389072152,31.333333333333332,388.0,1.1108379027822274e-13,5.161946851949331e-14,6.122020750586044e-14,6.80289971490694e-14,0.0,-0.6046175360679626,0.5102401375770569,0.8459943532943726
520.0,7.641375389072152,32.666666666666664,428.0,1.1030118604506839e-13,2.1080847571047778e-14,6.096958739742683e-14,8.993732137068527e-14,0.0,1.3996248245239258,0.5940583944320679,0.9242340922355652
520.0,7.641375389072152,34.0,444.0,1.2079081495881133e-13,1.5024731404768982e-14,6.023119150785558e-14,8.861835554653877e-14,0.0,0.62167888879776,0.5702338814735413,0.8654054403305054
520.0,7.641375389072152,35.33333333333333,440.0,1.059015275104401e-13,4.194791419060394e-14,5.4907128648438996e-14,9.313184175675088e-14,0.0,2.233699321746826,0.4025231599807739,0.8369906544685364
520.0,7.641375389072152,36.666666666666664,476.0,1.0432378973277562e-13,5.4461270833795067e-14,7.54889179594917e-14,1.1254527447794246e-13,0.0,2.6554183959960938,0.794677197933197,0.7646049857139587
520.0,7.641375389072152,38.0,492.0,1.108826030125909e-13,5.016682395561113e-14,7.032588622774352e-14,8.808309171024625e-14,0.0,2.337207555770874,0.3828691244125366,1.1161503791809082
520.0,7.641375389072152,39.33333333333333,468.0,9.338006984414143e-14,7.380482672496996e-14,6.441274922296125e-14,9.075403053842787e-14,0.0,2.404433250427246,0.5138486623764038,1.0508625507354736
523.0,7.596713167865263,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523.0,7.596713167865263,2.0,20.0,2.7189025770396613e-14,1.0839878392685312e-13,3.1674400651155246e-14,2.0107354637647484e-13,0.0,2.6330273151397705,0.762162983417511,1.5130724906921387
523.0,7.596713167865263,3.333333333333333,48.0,1.0050992563194125e-13,1.5601043135311798e-13,6.379471332706305e-14,6.732612243317421e-14,0.0,-0.30042824149131775,1.355846643447876,2.7199509143829346
523.0,7.596713167865263,4.666666666666666,60.0,9.872841205595811e-14,1.7465223061188806e-13,4.5727144808290973e-14,4.425613318198053e-14,0.0,0.03445594012737274,-1.519622564315796,-1.093681812286377
523.0,7.596713167865263,6.0,68.0,4.4865031286443757e-13,8.710532295452822e-13,7.43918815437894e-13,8.025164734137835e-13,0.0,-0.42668357491493225,2.173426866531372,-1.4711910486221313
523.0,7.596713167865263,7.333333333333333,100.0,8.667654945561723e-14,1.2804895219240692e-13,2.84798328312446e-14,6.139534003803473e-14,0.0,-0.5030174851417542,2.058156967163086,1.40265691280365
523.0,7.596713167865263,8.666666666666666,116.0,9.151646861117399e-14,1.5027801052169831e-13,4.6950843142793894e-14,6.107026912166927e-14,0.0,-0.046602122485637665,2.151569366455078,2.9887070655822754
523.0,7.596713167865263,10.0,116.0,9.664214957808004e-14,1.516652200963392e-13,3.435462634857056e-14,2.5826822302424564e-14,0.0,-0.38900819420814514,1.4259084463119507,-2.794184446334839
523.0,7.596713167865263,11.333333333333332,152.0,7.315819499677245e-14,1.729213831586779e-13,5.091272455709506e-14,3.3046895569436435e-14,0.0,-0.5750486254692078,-1.0860401391983032,2.523784637451172
