,Lookback,Bending,Breathing,density,BendingM2,BreathingM2,densityM2,DM,Gas,DM_out,DM_inner
0,6.323181769898123,15.568215720166927,0.7176471364507677,630.3586484714712,2.3469907542038166,4.321764249684058,771.6549250879258,11.622985772852639,46.94785455193234,13.953236496067348,37.599660922573754
1,6.296819541234349,14.812412135324507,1.6511408546098632,610.9716234521106,2.6519033929005316,4.5010712585934645,552.7476691648071,12.718629819134055,41.61794768347083,13.900633257295667,55.124626852266076
2,6.257021370782392,14.246503840069312,2.021780155693903,607.3265398072657,2.663239995007173,5.042677804819645,445.67577485083973,9.83474371245678,44.23265085565673,7.933173097705318,49.283205008383646
3,6.198067183682968,15.30770577713119,1.1893676958529744,526.4068131657484,2.851498681250566,4.820310813320683,444.5263979296693,9.031166793836574,40.20009608090671,8.576539044615625,47.662651470042704
4,6.166826674452982,15.446856418006846,1.1370105375804032,520.5907216398025,3.5710929357383847,5.00876901326413,761.8215335106913,11.395801656903744,45.06992516451554,6.455692347900062,55.79738547169309
5,6.133891202463207,14.777607817311445,1.3983088062512523,377.9340782571436,3.4911219539241927,4.801580721249079,877.9914212446068,13.15692131226254,43.928021553837596,5.961029886913706,33.760911481103015
6,6.100719280344513,14.834929581427897,1.0330486170950703,522.7621705909605,4.129402321490554,4.322246950211588,644.3092012096208,6.632526210364679,37.8955008008765,4.9946646945244995,38.618976496218885
7,6.067346103953526,14.715350347439047,0.681493574436359,831.0914396150814,5.159108546092542,3.785172936138129,381.3485198886106,8.160028142599696,55.86673756648247,4.399817756844486,48.18300966550994
8,6.032072868913223,12.738469039204144,1.0719818346137002,933.268066976439,4.289451615419947,3.683737444532222,346.3688685487339,14.456291539038672,57.013307825792644,4.271527653706763,23.29744278569009
9,5.9948320266449295,12.08886847733972,1.0872797841279709,881.4724988234439,2.8429404819324544,3.0305488060979244,480.8919795400344,12.485795785201876,53.82179630682303,6.187715032153408,17.706203627069723
10,5.957324003606695,12.024635339834106,1.147365315663259,831.3622291097657,1.7816052713682695,2.2717943119762,546.3375148579659,11.315718947115029,50.06486036644218,5.560148612994369,65.79309568551862
11,5.9365639909968575,11.101142110058813,1.1212988353581261,692.262282552783,1.5942616261759184,1.97897373805857,500.5863882080686,14.57334780358095,49.93521330994405,7.473841611663929,35.34153864557788
12,5.894811696137233,10.036309355954504,0.9749243835285629,426.9670184259111,2.70254212916985,2.488952263373228,377.68019446984624,12.469585416958003,50.60490775352506,7.432513345703499,27.712071616379397
13,5.85272746861963,10.108195854074385,0.9288283814293866,390.11119360098775,4.4305404078377,3.1603881720502836,327.3387461192488,15.69482121257526,32.243378483378876,7.045804338419274,25.41780226046342
14,5.829423163299706,10.483487701703538,0.8161932836173029,387.117547833445,4.219947653358579,2.7464126718534554,403.65138033486653,13.242391818920012,42.594927310794944,6.304864002682286,28.80777231862553
15,5.806019824366869,10.832553602143753,0.692563227428921,463.073960032192,3.615059464161503,2.8172146314580333,433.74306631693327,13.849642491475631,49.53210188412834,6.808050842596421,35.382003293079265
16,5.758847580686567,8.751058607204433,0.6647912417828035,643.064215610057,3.2952810370208523,3.5657560531162487,506.0821006267212,13.196058854699602,59.5610446762207,6.136607633459162,47.64874648815085
17,5.735113676933862,7.766001145942046,1.1778125902788745,806.2794313281117,3.853151167417021,3.8532993811429335,417.5257759822754,13.764277009100962,49.96825350253307,5.756822729510344,37.62186975076681
18,5.687351268637958,7.80674790157767,1.0723648851654501,871.448980524837,4.341536543803445,3.9058619928989833,553.4753177240661,19.309398839642437,49.15532186770949,6.008703629730978,53.04222025330935
19,5.674282004200253,7.8291827339050055,1.3825799276543247,814.2226101977219,4.334966708476005,4.2650421319098015,512.028354930529,19.681255126628084,53.19375465546171,5.614050168397305,44.518064615523905
20,5.63487750476342,7.9849100889432405,0.958122625058303,717.3091175812624,3.549446951107984,4.292416336817959,440.784371202255,15.186473895489243,47.464799882471866,5.920973915207373,60.67547947605367
21,5.607096887071627,7.467187846529862,0.9584304236051461,631.945998546464,3.1068259850117563,4.4144838306387815,410.7590245672815,16.904429219181672,56.30649684791836,6.377877352158009,51.8586233878433
22,5.563197273837341,5.678301299226879,0.8848083855860244,559.5430022456012,3.0646013254173057,4.36129480422902,405.15167191704654,17.054861304033768,50.33622170956214,6.7160338505460375,36.19517952800482
23,5.532228479342441,6.149287092282708,0.9781760476630149,581.5056244655152,2.626905064643794,4.67760489230474,477.8544010785066,19.11504969539021,40.0168100758799,6.195357404207887,33.62373913866438
24,5.499580009312712,6.753534603432944,0.9844780120887545,640.141070865268,3.2449316306837153,4.213823614172735,580.3023991753148,20.430614832840263,38.260769636160695,6.391496020758559,52.54859361794707
25,5.4667717357004335,6.852442201686796,1.011125517596013,706.8076707163274,2.986134611277449,4.6607574631157975,477.48484709779586,14.529861794937688,47.14227107854512,6.538283430654631,44.83450730088785
26,5.432045810452904,5.6355434136954425,0.953713272694333,693.753244301883,2.138663636092744,4.633987414215445,361.4888013379645,17.091159094860135,54.788284509881954,6.792740789121411,28.87952225764643
27,5.395473989249358,4.885974404147436,0.5435378413521408,663.6306662690457,2.1318373010459566,4.449404725118226,253.96753769391165,19.639883088776035,40.73332719694173,6.579990505789758,48.75188582473641
