,Lookback,Bending,Breathing,density,BendingM2,BreathingM2,densityM2,DM,Gas,DM_out
0,6.323181769898123,19.347942731255735,1.3328941103042156,1833.904112365691,3.654743491906301,4.595656376105422,1117.7450730687385,9.684611372483522,33.525228969942994,15.504986377055586
1,6.296819541234349,18.65096748315086,1.937577382518154,1771.9297236289208,4.068740984269678,4.951032243168667,873.4168735427922,12.02669458525713,33.49814264287073,14.542101733774528
2,6.257021370782392,17.478450379055303,1.8445999028500417,1748.2897330421263,4.04780562811355,4.939762320300051,617.0272968101683,9.645830824851245,35.526135259415206,7.552236887820221
3,6.198067183682968,17.66995547314675,0.9550333659469293,1496.5969630266288,2.8249829680150773,4.726419349895062,928.7083081086533,8.487824397024589,32.59565822700114,8.73455330571638
4,6.166826674452982,17.843834357153547,1.2929463337531724,1432.5438697520015,3.1820400537636275,4.87206118738486,1202.9641061684315,10.252782343363283,34.90468930627306,5.792174677419368
5,6.133891202463207,17.9673000521814,1.290164670653731,1342.2651333863228,2.809345237022711,4.6127994712133376,1356.4075985430331,12.333652614465079,34.200154421150174,4.573691379475229
6,6.100719280344513,17.716831342526653,0.9782316224192874,1325.8885276437782,3.407934065280412,4.256758127783601,1165.9334737968156,8.176736557229757,30.06208881614347,3.813094142131915
7,6.067346103953526,17.374056218262517,0.9325786675929626,1516.3468603129527,4.041525999427174,4.185684286081172,856.6476567765028,8.300547965630853,38.99233638731918,3.3895052488901043
8,6.032072868913223,16.281109041360253,1.2082517115889946,1723.8567177811165,4.111687160456986,4.5498819430515445,787.0896661861814,10.904503594797337,41.04528066421983,3.501230654494454
9,5.9948320266449295,15.893544279014161,1.0465734911206344,1809.986917795947,3.632303896686879,4.0887647350071425,808.3132450762535,12.342316870305318,39.97390685830709,4.684934301339569
10,5.957324003606695,15.820279326475045,1.219140576331114,1863.2584195872346,3.758928272639264,3.635182467006961,854.7625629716385,9.651122207069958,36.92149169361913,4.953554399486738
11,5.9365639909968575,14.75916210168855,1.0146727724141127,1841.102459419506,4.0966460637664515,3.656391462953239,858.4573603924043,13.555452167788097,37.50571351099923,6.207912881581098
12,5.894811696137233,12.896982324550567,0.9628899334013852,1548.020565644649,4.850352287246258,3.663012789983386,810.9861926487096,13.407590021217526,36.660168531544585,5.704243025760113
13,5.85272746861963,12.724662277337918,1.0474457241126343,1161.779015098993,4.736866955960709,3.8931747556757528,597.1768776626528,15.165858427734571,26.504610461620974,5.148031512300625
14,5.829423163299706,12.776861054981424,0.8975390847729517,987.578163408864,4.054610969405435,3.7251144181133506,497.6390087143087,12.948803738719992,33.03326800704448,4.717276088722866
15,5.806019824366869,12.886133726233885,0.6376591654852273,897.2124725726032,3.281589275268087,3.5946351145716227,500.78309955692237,15.399993490999028,38.45476934695655,4.27247743061492
16,5.758847580686567,11.602894842292866,0.693201270847902,968.0306783900467,2.487119326909759,3.7719487470967414,740.6740716553074,13.483533780331678,45.5816104662792,4.228007365333012
17,5.735113676933862,11.015798323890277,1.0983190537796044,1035.1971666617185,3.2753125030533674,3.914205167601748,766.7513404672598,13.121793163681646,40.65313251136383,4.07620108232235
18,5.687351268637958,11.081651928880357,1.1988541642952586,1225.134863909109,3.9511083835462473,3.9825577268715326,781.1431463689809,16.970375209890676,38.72624727272074,3.853041642128996
19,5.674282004200253,11.256543754571597,1.1901788018712414,1242.8029300782605,4.074838727167272,4.047293369006998,740.726479332824,16.63165064980786,40.63219588591726,3.6220511672497224
20,5.63487750476342,11.500645866361278,0.9994748912729943,1235.83424156776,4.5188146030109495,3.9257286359017547,728.7393352109901,14.058821545596434,36.72257203027495,4.168425095083311
21,5.607096887071627,10.812216533613578,1.06643717640005,1182.3219719862868,4.029012393169662,4.04770707874453,730.8466300169578,15.441087642361007,41.25302987194533,4.477910173812428
