,Lookback,Bending,Breathing,density,BendingM2,BreathingM2,densityM2,DM,Gas
0,6.323181769898123,23.12766974234454,1.9481410841576632,3037.449576259911,4.962496229608786,4.8695485025267855,1463.8352210495511,7.746236972114404,20.102603387953657
1,6.296819541234349,22.48952283097722,2.224013910426445,2932.887823805731,5.485578575638825,5.40099322774387,1194.0860779207774,11.334759351380209,25.378337602270634
2,6.257021370782392,20.7103969180413,1.66741965000618,2889.252926276987,5.432371261219927,4.836846835780456,788.3788187694968,9.45691793724571,26.819619663173675
3,6.198067183682968,20.032205169162317,0.7206990360408847,2466.7871128875095,2.798467254779588,4.63252788646944,1412.8902182876375,7.944482000212601,24.991220373095555
4,6.166826674452982,20.240812296300255,1.4488821299259418,2344.4970178641997,2.7929871717888703,4.73535336150559,1644.1066788261717,9.10976302982282,24.739453448030584
5,6.133891202463207,21.15699228705136,1.18202053505621,2306.596188515502,2.1275685201212298,4.424018221177598,1834.8237758414593,11.510383916667616,24.47228728846275
6,6.100719280344513,20.598733103625403,0.9234146277435042,2129.014884696596,2.68646580907027,4.191269305355614,1687.5577463840104,9.720946904094836,22.228676831410432
7,6.067346103953526,20.032762089085985,1.1836637607495664,2201.602281010824,2.923943452761807,4.5861956360242155,1331.9467936643953,8.441067788662014,22.117935208155878
8,6.032072868913223,19.823749043516365,1.3445215885642887,2514.445368585794,3.9339227054940267,5.416026441570867,1227.810463823629,7.352715650556002,25.07725350264702
9,5.9948320266449295,19.69822008068861,1.0058671981132978,2738.5013367684505,4.421667311441302,5.146980663916361,1135.7345106124726,12.198837955408763,26.12601740979113
10,5.957324003606695,19.615923313115985,1.290915836998969,2895.154610064704,5.736251273910257,4.998570622037723,1163.1876110853116,7.986525467024889,23.778123020796087
11,5.9365639909968575,18.417182093318292,0.9080467094700992,2989.9426362862296,6.599030501356983,5.333809187847908,1216.3283325767402,12.537556531995252,25.07621371205443
12,5.894811696137233,15.757655293146632,0.9508554832742077,2669.0741128633867,6.998162445322665,4.837073316593544,1244.292190827573,14.345594625477043,22.71542930956412
13,5.85272746861963,15.341128700601454,1.166063066795882,1933.4468365969988,5.043193504083719,4.625961339301223,867.0150092060569,14.636895642893881,20.765842439863064
14,5.829423163299706,15.070234408259314,0.9788848859286,1588.038778984283,3.88927428545229,4.7038161643732455,591.626637093751,12.655215658519971,23.471608703293995
15,5.806019824366869,14.939713850324017,0.5827551035415336,1331.3509851130145,2.94811908637467,4.372055597685212,567.8231327969114,16.950344490522433,27.37743680978477
16,5.758847580686567,14.454731077381297,0.7216112999130004,1292.9971411700362,1.678957616798666,3.978141441077234,975.2660426838935,13.771008705963755,31.602176256337696
17,5.735113676933862,14.265595501838508,1.0188255172803342,1264.1149019953252,2.6974738386897146,3.9751109540605625,1115.9769049522445,12.479309318262327,31.3380115201946
18,5.687351268637958,14.35655595618304,1.3253434434250675,1578.8207472933814,3.56068022328905,4.059253460844083,1008.8109750138956,14.631351580138904,28.29717267773199
19,5.674282004200253,14.683904775238187,0.9977776760881583,1671.3832499587988,3.8147107458585396,3.8295446061041942,969.4246037351191,13.582046172987635,28.070637116372804
